seed,initial_x,env_reward,other_reward,reward,duration,loss
951503465,-0.42101097106933594,-200.0,-0.359894533111053,-200.3598945331113,200,0.0
343578367,-0.4807191491127014,-200.0,2.855406832237741,-197.14459316776225,200,0.0
1164081020,-0.5138301253318787,-200.0,0.6787627657552651,-199.32123723424476,200,0.0
1258304115,-0.5629907846450806,-200.0,0.06761925306307466,-199.9323807469369,200,0.0
520472901,-0.4862726032733917,-200.0,3.7731510230666347,-196.22684897693338,200,0.0027423614263534547
1769176006,-0.5728162527084351,-200.0,2.220165849921482,-197.7798341500785,200,0.5440196134150028
615661050,-0.5384734869003296,-200.0,0.5281311010430256,-199.47186889895687,200,0.39728241458535196
638361497,-0.5818050503730774,-200.0,1.732517368599488,-198.26748263140055,200,0.2755182509124279
187722153,-0.41987574100494385,-200.0,0.8548221935788961,-199.14517780642103,200,0.19913830682635308
1470810522,-0.4250665009021759,-200.0,1.2998174176354678,-198.70018258236462,200,0.14301769617944957
1388602663,-0.5012202262878418,-200.0,0.38363330762486647,-199.61636669237512,200,0.09696255821734667
996183648,-0.5083343982696533,-200.0,0.16625467468609534,-199.83374532531397,200,0.06609639888629318
748433793,-0.5591809153556824,-200.0,0.10454692648036149,-199.89545307351972,200,0.04193974678404629
1914175504,-0.4209269881248474,-200.0,6.079983714299798,-193.92001628570006,200,0.02753569488413632
1723677035,-0.5874320864677429,-200.0,0.001161330709921346,-199.99883866929008,200,0.02060728695243597
1213056092,-0.5650251507759094,-200.0,-0.13432784061346315,-200.13432784061337,200,0.014658609237521887
1308462048,-0.4840235412120819,-200.0,4.077352324355939,-195.92264767564407,200,0.011045636790804565
2132863560,-0.48018768429756165,-200.0,0.34756667175062195,-199.65243332824963,200,0.009199397892225535
115261034,-0.4966076910495758,-200.0,1.0152522165943598,-198.98474778340577,200,0.008894926351495087
520811084,-0.5553205013275146,-200.0,0.6620287329534361,-199.3379712670465,200,0.00870078481035307
347993190,-0.5715633034706116,-200.0,3.4684827737726343,-196.53151722622735,200,0.008135449327528476
234711931,-0.47061192989349365,-200.0,8.060534108676498,-191.93946589132355,200,0.009663633545860648
917057752,-0.44495829939842224,-200.0,1.8222821771034488,-198.17771782289657,200,0.011421260818606243
742062804,-0.5577617287635803,-200.0,0.09819545884016145,-199.90180454115986,200,0.011997238693293184
1798203051,-0.4199409782886505,-200.0,0.9917851908496712,-199.00821480915036,200,0.011794016575440764
1673350394,-0.420607328414917,-200.0,0.13884604467129075,-199.86115395532872,200,0.011394731507170946
2106608344,-0.5048826932907104,-200.0,0.8064747494665003,-199.1935252505334,200,0.010559724529739469
1158894941,-0.49806785583496094,-200.0,1.0913092972636649,-198.90869070273635,200,0.010736014776630326
978729621,-0.46071115136146545,-200.0,1.0040324800586902,-198.99596751994133,200,0.010918853774201124
1984823465,-0.5851567387580872,-200.0,2.212218310188716,-197.78778168981125,200,0.010627889018505811
1502941979,-0.4509943425655365,-200.0,-0.39832997010206017,-200.39832997010208,200,0.011225693640299142
2135383847,-0.42407527565956116,-200.0,-0.6779704668308804,-200.677970466831,200,0.010584467242006212
1201646764,-0.5990212559700012,-200.0,0.9196004856214194,-199.0803995143785,200,0.010787777329096571
1980505149,-0.4765847325325012,-200.0,3.39963054364631,-196.60036945635386,200,0.010505605526268481
298902779,-0.531168520450592,-200.0,5.373811950594839,-194.62618804940513,200,0.010686589758843184
348557151,-0.45716527104377747,-200.0,0.26216943195538805,-199.73783056804456,200,0.011223429510137066
1186840604,-0.49373841285705566,-200.0,0.29062610666970834,-199.7093738933304,200,0.01088246927363798
1267168066,-0.4587416648864746,-200.0,3.7856743543831692,-196.21432564561678,200,0.011053921934217215
2080275278,-0.44402605295181274,-200.0,2.1332746268787326,-197.86672537312137,200,0.011523371695075184
1558306636,-0.599096953868866,-200.0,0.19000599092390638,-199.80999400907615,200,0.01180843124515377
587290528,-0.4219561517238617,-200.0,6.222437929148643,-193.7775620708513,200,0.011840231991373002
1973465131,-0.5147180557250977,-200.0,1.155375469224597,-198.84462453077543,200,0.011808612716849893
1436979811,-0.5264613032341003,-200.0,5.875915812506239,-194.1240841874937,200,0.012269518377725035
314413982,-0.4085049629211426,-200.0,-0.0989034557319064,-200.09890345573191,200,0.01180814986117184
704767168,-0.560850203037262,-200.0,0.21238646429805003,-199.78761353570204,200,0.011450500381179153
1315581222,-0.48381951451301575,-200.0,0.2589395200607141,-199.74106047993936,200,0.012116315565072
1772970354,-0.5067842602729797,-200.0,1.1924229956083983,-198.8075770043917,200,0.011411285628564655
116190028,-0.4212191700935364,-200.0,1.0752590450422774,-198.92474095495766,200,0.011238136868923903
646773875,-0.475089430809021,-200.0,3.720064107639165,-196.27993589236073,200,0.011864466075785458
1595822464,-0.5852564573287964,-200.0,8.025071751924017,-191.97492824807603,200,0.011751866382546723
1373238820,-0.5302935838699341,-200.0,0.532818073381656,-199.46718192661837,200,0.01294286027085036
1230421112,-0.4742756485939026,-200.0,3.702922775364781,-196.29707722463522,200,0.01285395427607
1046024753,-0.5170620679855347,-200.0,0.22834980801438962,-199.77165019198551,200,0.012431700839661062
271910023,-0.5707480907440186,-200.0,0.23791459336274423,-199.76208540663737,200,0.012536126826889813
1721109735,-0.5299496650695801,-200.0,3.1678512652006834,-196.8321487347995,200,0.013029142799787223
244121217,-0.502354621887207,-200.0,0.3055501237637308,-199.6944498762364,200,0.012309502572752535
713337769,-0.4590855836868286,-200.0,0.5381060081960907,-199.46189399180398,200,0.012302515977062285
1126290282,-0.5120083093643188,-200.0,2.6830833556666813,-197.31691664433342,200,0.012757632702123373
627867364,-0.513696551322937,-200.0,2.940083524520844,-197.05991647547904,200,0.01217893942957744
1060879956,-0.500743567943573,-200.0,1.1244039644135992,-198.87559603558637,200,0.01269041382940486
841141882,-0.4246462285518646,-200.0,0.8841856286841033,-199.11581437131574,200,0.012512026419863105
1156094791,-0.5015202760696411,-200.0,0.14535217744626228,-199.8546478225537,200,0.01320355050964281
2090167661,-0.5479912161827087,-200.0,2.347077717981327,-197.65292228201872,200,0.01302756737684831
2098273077,-0.5434940457344055,-200.0,2.4096539193335533,-197.59034608066645,200,0.01306258987635374
630293843,-0.4855962097644806,-200.0,5.7056888163278625,-194.29431118367225,200,0.013443119376897811
2101608645,-0.48343729972839355,-200.0,-0.12932250147671692,-200.12932250147674,200,0.013064773939549922
1557734153,-0.4006408154964447,-200.0,0.05563738906284274,-199.94436261093722,200,0.01374520845944062
634906683,-0.5859386324882507,-200.0,0.1805272871195965,-199.8194727128803,200,0.013234561267308891
1983273239,-0.5070500373840332,-200.0,3.682073575249782,-196.31792642475025,200,0.013464958604890854
160704865,-0.5974487662315369,-200.0,1.1405207114913327,-198.85947928850877,200,0.013666906733997166
569550804,-0.445330411195755,-200.0,0.5285402528273113,-199.4714597471727,200,0.014438031069003045
626853107,-0.5939537882804871,-200.0,1.5343631619448372,-198.46563683805513,200,0.013334398244041949
1066683143,-0.4911491572856903,-200.0,0.4882151267039538,-199.51178487329605,200,0.012422185065224767
1746989445,-0.504450261592865,-200.0,1.489242305360896,-198.5107576946391,200,0.012445124881342053
1284043641,-0.45395734906196594,-200.0,0.5188744456197819,-199.48112555438013,200,0.012247115429490805
566594208,-0.49195635318756104,-200.0,0.17400175192302078,-199.82599824807696,200,0.012660953332670033
2129251074,-0.5454624891281128,-200.0,2.412184454519279,-197.5878155454807,200,0.012490951158106327
305521641,-0.46631813049316406,-200.0,2.1869308762823185,-197.81306912371772,200,0.012391355279833078
1822094333,-0.5253905653953552,-200.0,0.2819681691986889,-199.7180318308013,200,0.012687837139237672
1296873688,-0.49704745411872864,-200.0,1.280966750756947,-198.71903324924315,200,0.012697090667206794
1288596999,-0.5974838733673096,-200.0,5.057153976768879,-194.94284602323103,200,0.012826065556146205
1483513199,-0.49615341424942017,-200.0,1.4594192607921026,-198.5405807392079,200,0.013659298098646104
2086863152,-0.4460584819316864,-200.0,5.529912543896875,-194.47008745610336,200,0.013442687797360122
373371343,-0.5212970972061157,-200.0,1.3739203463466663,-198.6260796536532,200,0.014267876129597425
1909582785,-0.4841288924217224,-200.0,1.1161055307957666,-198.88389446920425,200,0.013741729345638306
