seed,initial_x,env_reward,other_reward,reward,duration,loss,loss_RND
579291399,-0.5444223880767822,-200.0,-17.454496496091306,-217.4544964960914,200,0.01011385471560061,8.76161488805316e-08
138963631,-0.41547611355781555,-200.0,13.601867357421956,-186.3981326425781,200,0.009791805994464085,8.140960017222199e-08
1806680894,-0.5164670944213867,-200.0,39.00714418299546,-160.9928558170046,200,0.010140239666216076,6.953794534192426e-08
880192855,-0.4349747896194458,-200.0,-49.05021448426953,-249.05021448426965,200,0.011904077724320814,7.906835370441456e-08
1588128441,-0.47571417689323425,-200.0,-50.77486904482003,-250.7748690448201,200,0.012387509262189268,1.122807447906382e-07
462798161,-0.4519609212875366,-200.0,-0.5766576524473558,-200.57665765244724,200,0.012647891386877745,6.569967134995026e-08
58110646,-0.5162906050682068,-200.0,-50.96367936006797,-250.9636793600681,200,0.011274685837561265,9.03431962984147e-08
393162904,-0.4998631775379181,-200.0,-43.501517955465836,-243.50151795546586,200,0.010634337735828012,6.111270272279867e-08
1186153839,-0.49692267179489136,-200.0,-38.87746284590272,-238.87746284590273,200,0.011916284735780209,8.484324834912015e-08
403642443,-0.5885682702064514,-200.0,155.10838183155045,-44.89161816844957,200,0.012006430495530367,8.506880336378586e-08
1328426093,-0.5291017889976501,-200.0,-43.88596283050224,-243.8859628305022,200,0.014866660132538527,9.929025025501304e-08
2022758126,-0.4446624219417572,-200.0,-33.03376668599734,-233.03376668599745,200,0.01561625839327462,9.945369616848332e-08
251272463,-0.4671882390975952,-200.0,-8.797268810738494,-208.79726881073853,200,0.016502391999820246,5.1673377439165334e-08
1142866151,-0.4116973876953125,-200.0,-46.71471207041665,-246.71471207041665,200,0.013891955158906058,1.0281243006504682e-07
2015194475,-0.44921645522117615,-200.0,10.48583663738707,-189.51416336261283,200,0.01411317014019005,6.811818923813107e-08
1461247254,-0.5600684881210327,-200.0,2.626884019715993,-197.37311598028418,200,0.016578429043293,7.97818568099018e-08
176384359,-0.44786378741264343,-200.0,40.13422500534857,-159.8657749946514,200,0.01601372309029102,9.641272698424075e-08
1068257796,-0.43416979908943176,-200.0,-43.18108751431032,-243.18108751431024,200,0.017406940871151164,6.893521212303355e-08
638664618,-0.4270094037055969,-200.0,-56.86999484857472,-256.8699948485746,200,0.018544079003622756,5.786289452691662e-08
1654775623,-0.4545707702636719,-200.0,-35.26037710816126,-235.26037710816124,200,0.01789709739969112,6.367406362617346e-08
1924923356,-0.48119452595710754,-200.0,-49.45835924289117,-249.4583592428909,200,0.02526892049005255,1.0402397103925764e-07
1715786898,-0.4287756681442261,-200.0,36.207663076801225,-163.79233692319875,200,0.019518713576253503,6.665702591446276e-08
1509979818,-0.5155696868896484,-200.0,-5.435499323075842,-205.43549932307573,200,0.032935138863977045,7.558156421616502e-08
1119687049,-0.46478596329689026,-200.0,-46.61483060192799,-246.6148306019279,200,0.018761797551997007,6.690650661722585e-08
1863925302,-0.4485199451446533,-200.0,205.74650437963848,5.746504379638497,200,0.0204457494255621,1.0000193031656224e-07
324791950,-0.40989625453948975,-200.0,184.07809192058713,-15.92190807941285,200,0.040134841280523685,1.6510369868161235e-07
997019712,-0.4227496087551117,-200.0,-28.96971799496869,-228.96971799496885,200,0.032717771134339275,6.627267710834772e-08
119706774,-0.5392890572547913,-200.0,-54.466418714331205,-254.46641871433118,200,0.03505150599638,9.771108882450364e-08
1720333594,-0.44210660457611084,-200.0,94.3461978007438,-105.65380219925618,200,0.04234174963552505,8.351972618170222e-08
1962728209,-0.5463896989822388,-200.0,-57.00590485715616,-257.00590485715617,200,0.042307768282480535,7.314188889440132e-08
738003597,-0.5117955803871155,-200.0,-34.546678714351536,-234.54667871435134,200,0.04289087324868888,1.0784515757311652e-07
365397845,-0.4159245193004608,-200.0,-57.157630027494086,-257.1576300274942,200,0.04724678931757808,4.9209129904248526e-08
948110105,-0.5859144330024719,-200.0,-27.858625727287503,-227.85862572728743,200,0.049853484267368915,9.63120210695223e-08
745470743,-0.5284774303436279,-200.0,-54.74423048944377,-254.7442304894438,200,0.050224546627141535,9.715818100941576e-08
